geetha-hema-2026.md	Geetha, T., & Hema, C. (2026). Deep learning-based joint analysis of diabetic retinopathy and glaucoma in retinal fundus images. Scientific Reports, 16, 3133. https://doi.org/10.1038/s41598-025-32991-y
gettinger-2025.md	Gettinger, K., Lee, D., Tomita, Y., Negishi, K., & Kurihara, T. (2025). Diabetic retinopathy, a comprehensive overview on pathophysiology and relevant experimental models. International Journal of Molecular Sciences, 26, 9882. https://doi.org/10.3390/ijms26209882
goh-2024-vit-vs-cnn.md	Goh, J. H. L., Ang, E., Srinivasan, S., Lei, X., Loh, J., Quek, T. C., Xue, C., Xu, X., Liu, Y., Cheng, C.-Y., Rajapakse, J. C., & Tham, Y.-C. (2024). Comparative analysis of vision transformers and conventional convolutional neural networks in detecting referable diabetic retinopathy. Ophthalmology Science, 4(6), 100552.
gonzalez-diaz-2024.md	González-Díaz, J. E., Reyes-Delgado, A. J., Sánchez-Cervantes, J. L., Mejia-Miranda, J., Alor-Hernández, G., & Rodríguez-Mazahua, L. (2024). Use of Vision Transformers in Ophthalmology for Early Detection of Age-Related Macular Degeneration (AMD): A Comparative Analysis. Preprints.org, 20241101740. https://doi.org/10.20944/preprints202411.1740.v1
grill-2020-byol.md	Grill, J.-B., Strub, F., Altché, F., Tallec, C., Richemond, P. H., Buchatskaya, E., … Valko, M. (2020). Bootstrap Your Own Latent: A New Approach to Self-Supervised Learning. Advances in Neural Information Processing Systems (NeurIPS), 33, 21271–21284. (arXiv:2006.07733)
gulshan-2016-supplementary-validation.md	Gulshan, V., Peng, L., Coram, M., et al. (2016). Development and validation of a deep learning algorithm for detection of diabetic retinopathy in retinal fundus photographs. JAMA. https://doi.org/10.1001/jama.2016.17216
gulshan-2016.md	Gulshan, V., Peng, L., Coram, M., Stumpe, M. C., Wu, D., Narayanaswamy, A., Venugopalan, S., Widner, K., Madams, T., Cuadros, J., Kim, R., Raman, R., Nelson, P. C., Mega, J. L., & Webster, D. R. (2016). Development and validation of a deep learning algorithm for detection of diabetic retinopathy in retinal fundus photographs. JAMA, 316(22), 2402–2410.
guo-2017-calibration.md	Guo, C., Pleiss, G., Sun, Y., & Weinberger, K. Q. (2017). On Calibration of Modern Neural Networks. Proceedings of the 34th International Conference on Machine Learning (ICML), PMLR 70, 1321–1330. (arXiv:1706.04599)
hayati-2023.md	Hayati, M., Muchtar, K., Roslidar, Maulina, N., Syamsuddin, I., Elwirehardja, G. N., & Pardamean, B. (2023). Impact of CLAHE-based image enhancement for diabetic retinopathy classification through deep learning. Procedia Computer Science, 216, 57–66.
he-2016-deep-residual-learning.md	He, K., Zhang, X., Ren, S., & Sun, J. (2016). Deep residual learning for image recognition. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR 2016) (pp. 770–778). IEEE.
he-2020-moco.md	He, K., Fan, H., Wu, Y., Xie, S., & Girshick, R. (2020). Momentum Contrast for Unsupervised Visual Representation Learning. Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 9729–9738. (arXiv:1911.05722)
he-2022-mae.md	He, K., Chen, X., Xie, S., Li, Y., Dollár, P., & Girshick, R. (2022). Masked Autoencoders Are Scalable Vision Learners. Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 16000–16009. (arXiv:2111.06377)
huang-2017-densenet.md	Huang, G., Liu, Z., van der Maaten, L., & Weinberger, K. Q. (2017). Densely Connected Convolutional Networks. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (pp. 2261–2269).
hungerford-1999-muon-capture-proton-emission.md	Hungerford, E. V. (1999). Comments on Proton Emission after Muon Capture (Technical Report MECO-34). Department of Physics, University of Houston.
ioffe-2015-batch-normalization.md	Ioffe, S., & Szegedy, C. (2015). Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift. Proceedings of the 32nd International Conference on Machine Learning (ICML), 448–456. (arXiv:1502.03167)
kesharwani-2021.md	Kesharwani, D., Parashar, S., Varghese, J., & Sune, P. (2021). A review of diabetic retinopathy—Pathophysiology, clinical presentation, and management. Journal of Pharmaceutical Research International, 33(60B), 698–704. https://doi.org/10.9734/JPRI/2021/v33i60B34668
khosravi-2025.md	Khosravi, P., Huck, N. A., Shahraki, K., Ghafari, E., Azimi, R., Kim, S. Y., Crouch, E., Xie, X., & Suh, D. W. (2025). External validation of deep learning models for classifying etiology of retinal hemorrhage using diverse fundus photography datasets. Bioengineering, 12(1), 20. https://doi.org/10.3390/bioengineering12010020
kingma-2015-adam.md	Kingma, D. P., & Ba, J. (2015). Adam: A Method for Stochastic Optimization. Proceedings of the 3rd International Conference on Learning Representations (ICLR). (arXiv:1412.6980)
koch-2019-hermite-ratios.md	Koch, T. (2019). Universal bounds and monotonicity properties of ratios of Hermite and parabolic cylinder functions. arXiv preprint arXiv:1905.10274.
kornblith-2019-transferability.md	Kornblith, S., Shlens, J., & Le, Q. V. (2019). Do Better ImageNet Models Transfer Better? In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR 2019) (pp. 2661–2671). IEEE/CVF.
krause-2018-grader-variability.md	Krause, J., Gulshan, V., Rahimy, E., Karth, P., Widner, K., Corrado, G. S., Peng, L., & Webster, D. R. (2018). Grader Variability and the Importance of Reference Standards for Evaluating Machine Learning Models for Diabetic Retinopathy. Ophthalmology, 125(8), 1264–1272. (arXiv:1710.01711)
krizhevsky-2012-alexnet.md	Krizhevsky, A., Sutskever, I., & Hinton, G. E. (2012). ImageNet Classification with Deep Convolutional Neural Networks. In Advances in Neural Information Processing Systems 25 (NeurIPS 2012).
kusuhara-2018.md	Kusuhara, S., Fukushima, Y., Ogura, S., Inoue, N., & Uemura, A. (2018). Pathophysiology of diabetic retinopathy: The old and the new. Diabetes & Metabolism Journal, 42(5), 364–376. https://doi.org/10.4093/dmj.2018.0182
li-2019-ddr.md	Li, T., Gao, Y., Wang, K., Guo, S., Liu, H., & Kang, H. (2019). Diagnostic assessment of deep learning algorithms for diabetic retinopathy screening. Information Sciences, 501, 511–522. https://doi.org/10.1016/j.ins.2019.06.011
lin-2017-focal-loss.md	Lin, T.-Y., Goyal, P., Girshick, R., He, K., & Dollár, P. (2017). Focal Loss for Dense Object Detection. Proceedings of the IEEE International Conference on Computer Vision (ICCV), 2980–2988. (arXiv:1708.02002)
litjens-2017-medical-dl-survey.md	Litjens, G., Kooi, T., Bejnordi, B. E., Setio, A. A. A., Ciompi, F., Ghafoorian, M., … Sánchez, C. I. (2017). A survey on deep learning in medical image analysis. Medical Image Analysis, 42, 60–88. (arXiv:1702.05747)
liu-2021-swin-transformer.md	Liu, Z., Lin, Y., Cao, Y., Hu, H., Wei, Y., Zhang, Z., Lin, S., & Guo, B. (2021). Swin Transformer: Hierarchical Vision Transformer using Shifted Windows. Proceedings of the IEEE/CVF International Conference on Computer Vision (ICCV), 10012–10022. (arXiv:2103.14030)
liu-2022.md	Liu, R., Wang, X., Wu, Q., Dai, L., Fang, X., Yan, T., Son, J., Tang, S., Li, J., Gao, Z., Galdran, A., Poorneshwaran, J.M., Liu, H., Wang, J., Chen, Y., Porwal, P., Tan, G.S.W., Yang, X., Dai, C., Song, H., Chen, M., Li, H., Jia, W., Shen, D., Sheng, B., & Zhang, P. (2022). DeepDRiD: Diabetic Retinopathy—Grading and Image Quality Estimation Challenge. Patterns, 3(6), 100512. https://doi.org/10.1016/j.patter.2022.100512
lundberg-2017-shap.md	Lundberg, S. M., & Lee, S.-I. (2017). A Unified Approach to Interpreting Model Predictions. In Proceedings of the 31st Conference on Neural Information Processing Systems (NIPS 2017), Long Beach, California, USA. arXiv:1705.07874v2.
morya-2024.md	Morya, A. K., Ramesh, P. V., Nishant, P., Kaur, K., Gurnani, B., Heda, A., & Salodia, S. (2024). Diabetic retinopathy: A review on its pathophysiology and novel treatment modalities. World Journal of Methodology, 14(4), 95881. https://doi.org/10.5662/wjm.v14.i4.95881
nandal-2024.md	Nandal, A. (2024). Optimizing interoperability in healthcare: AI-driven HL7 and FHIR implementations for seamless data exchange. Journal of International Crisis and Risk Communication Research, 7(S1), 70–76.
odir-2019-dataset.md	Peking University International Competition on Ocular Disease Intelligent Recognition (ODIR-2019) [Electronic resource]. – Grand Challenge, 2019. – URL: https://odir2019.grand-challenge.org/ (date of access: 16.06.2026).
ostahie-2015-shortcut-edge-states.md	Ostahie, B., Niță, M., & Aldea, A. (2015). Electrical manipulation of the edge states in graphene and the effect on the quantum Hall transport. arXiv preprint arXiv:1411.7808v2.
pachade-2021-rfmid.md	Pachade, S., Porwal, P., Thulkar, D., Kokare, M., Deshmukh, G., Sahasrabuddhe, V., Giancardo, L., Quellec, G., & Mériaudeau, F. (2021). Retinal Fundus Multi-Disease Image Dataset (RFMiD): A dataset for multi-disease detection research. Data, 6(2), 14. https://doi.org/10.3390/data6020014
pan-2010-transfer-learning-survey.md	Pan, S. J., & Yang, Q. (2010). A Survey on Transfer Learning. IEEE Transactions on Knowledge and Data Engineering, 22(10), 1345–1359.
pizer-1987-adaptive-histogram-equalization.md	Pizer, S. M., Amburn, E. P., Austin, J. D., Cromartie, R., Geselowitz, A., Greer, T., ter Haar Romeny, B., Zimmerman, J. B., & Zuiderveld, K. (1987). Adaptive histogram equalization and its variations. Computer Vision, Graphics, and Image Processing, 39(3), 355–368. Academic Press.
porwal-2018-idrid-challenge.md	Porwal, P., Pachade, S., Kamble, R., Kokare, M., Deshmukh, G., Sahasrabuddhe, V., & Meriaudeau, F. (2018). Indian Diabetic Retinopathy Image Dataset (IDRiD): A database for diabetic retinopathy screening research. Data, 3(3), 25. https://doi.org/10.3390/data3030025
porwal-2018-idrid-dataset.md	Porwal, P., Pachade, S., Kamble, R., Kokare, M., Deshmukh, G., Sahasrabuddhe, V., & Meriaudeau, F. (2018). Indian Diabetic Retinopathy Image Dataset (IDRiD): A database for diabetic retinopathy screening research. Data, 3(3), 25. https://doi.org/10.3390/data3030025
pratt-2016.md	Pratt, H., Coenen, F., Broadbent, D. M., Harding, S. P., & Zheng, Y. (2016). Convolutional neural networks for diabetic retinopathy. Procedia Computer Science, 90, 200–205.
quellec-2017-deep-image-mining.md	Quellec, G., Charrière, K., Boudi, Y., Cochener, B., & Lamard, M. (2017). Deep image mining for diabetic retinopathy screening. Medical Image Analysis, 39, 178–193. (arXiv:1610.07086)
rakhlin-2017.md	Rakhlin, A. (2017). Diabetic retinopathy detection through integration of deep learning classification framework [Preprint]. bioRxiv. https://doi.org/10.1101/225508
rezatofighi-2019-giou.md	Rezatofighi, H., Tsoi, N., Gwak, J., Sadeghian, A., Reid, I., & Savarese, S. (2019). Generalized Intersection over Union: A Metric and A Loss for Bounding Box Regression. arXiv. https://arxiv.org/abs/1902.09630
ribeiro-2016-lime.md	Ribeiro, M. T., Singh, S., & Guestrin, C. (2016). “Why Should I Trust You?”: Explaining the Predictions of Any Classifier. Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining (KDD 2016), 1135–1144. ACM.
ruamviboonsuk-2022.md	Ruamviboonsuk, P., Tiwari, R., Sayres, R., Nganthavee, V., Hemarat, K., Kongprayoon, A., Raman, R., Levinstein, B., Liu, Y., Schaekermann, M., Lee, R., Virmani, S., Widner, K., Chambers, J., Hersch, F., Peng, L., & Webster, D. R. (2022). Real-time diabetic retinopathy screening by deep learning in a multisite national screening programme: A prospective interventional cohort study. The Lancet Digital Health, 4(4), e235–e244.
ryu-2021-octa.md	Ryu, G., Lee, K., Park, D., Park, S. H., & Sagong, M. (2021). A deep learning model for identifying diabetic retinopathy using optical coherence tomography angiography. Scientific Reports, 11, 23024. https://doi.org/10.1038/s41598-021-02479-6
samek-2017-explainable-ai.md	Samek, W., Wiegand, T., & Müller, K.-R. (2017). Explainable artificial intelligence: Understanding, visualizing and interpreting deep learning models. arXiv preprint arXiv:1708.08296.
sanchez-gutierrez-2022.md	Sánchez-Gutiérrez, V., Hernández-Martínez, P., Muñoz-Negrete, F. J., Engelberts, J., Luger, A. M., & van Grinsven, M. J. J. P. (2022). Performance of a deep learning system for detection of referable diabetic retinopathy in real clinical settings. [Journal name NOT REPORTED in preprint].
saxena-2020.md	Saxena, G., Verma, D. K., Paraye, A., Rajan, A., & Rawat, A. (2020). Improved and robust deep learning agent for preliminary detection of diabetic retinopathy using public datasets. Intelligence-Based Medicine, 3–4, 100022.
selvaraju-2017-grad-cam.md	Selvaraju, R. R., Cogswell, M., Das, A., Vedantam, R., Parikh, D., & Batra, D. (2017). Grad-CAM: Visual Explanations from Deep Networks via Gradient-based Localization. Proceedings of the IEEE International Conference on Computer Vision (ICCV), 618–626.
senapati-2024.md	Senapati, A., Tripathy, H. K., Sharma, V., & Gandomi, A. H. (2024). Artificial intelligence for diabetic retinopathy detection: A systematic review. Informatics in Medicine Unlocked, 45, 101445. https://doi.org/10.1016/j.imu.2024.101445
shaout-han-2025.md	Shaout, A., & Han, J. (2025). A novel retinal image contrast enhancement — Fuzzy-based method. arXiv preprint arXiv:2502.17850v2.
sharma-2025-vit-capsule.md	Sharma, V., Rishu, Kukreja, V., Dogra, A., & Goyal, B. (2025). Transforming retinal diagnostics: Advanced detection of diabetic retinopathy using vision transformers and capsule networks. Journal of Computer Science, 21(2), 304–321. https://doi.org/10.3844/jcssp.2025.304.321
shen-2020-cofe-net.md	Shen, Z., Fu, H., Shen, J., & Shao, L. (2020). Modeling and Enhancing Low-Quality Retinal Fundus Images. IEEE Transactions on Medical Imaging, 40(3), 996–1006. (arXiv:2005.05594)
shorten-2019-augmentation-survey.md	Shorten, C., & Khoshgoftaar, T. M. (2019). A survey on Image Data Augmentation for Deep Learning. Journal of Big Data, 6(1), 60.
shurrab-2022-ssl-medical-survey.md	Shurrab, S., & Duwairi, R. (2022). Self-supervised learning methods and applications in medical imaging analysis: a survey. PeerJ Computer Science, 8, e1045.
simonyan-2015-vgg.md	Simonyan, K., & Zisserman, A. (2015). Very Deep Convolutional Networks for Large-Scale Image Recognition. Proceedings of the 3rd International Conference on Learning Representations (ICLR). (arXiv:1409.1556)
son-2020-multiple-findings.md	Son, J., Shin, J. Y., Kim, H. D., Jung, K.-H., Park, K. H., & Park, S. J. (2020). Development and Validation of Deep Learning Models for Screening Multiple Abnormal Findings in Retinal Fundus Images. Ophthalmology, 127(1), 85–94.
srivastava-2014-dropout.md	Srivastava, N., Hinton, G., Krizhevsky, A., Sutskever, I., & Salakhutdinov, R. (2014). Dropout: A Simple Way to Prevent Neural Networks from Overfitting. Journal of Machine Learning Research, 15(56), 1929–1958.
szegedy-2015-googlenet.md	Szegedy, C., Liu, W., Jia, Y., Sermanet, P., Reed, S., Anguelov, D., … Rabinovich, A. (2015). Going Deeper with Convolutions. Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 1–9. (arXiv:1409.4842)
szegedy-2016-inception-v3.md	Szegedy, C., Vanhoucke, V., Ioffe, S., Shlens, J., & Wojna, Z. (2016). Rethinking the Inception Architecture for Computer Vision. Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2818–2826. (arXiv:1512.00567)
tabari-2024.md	Tabari, P., Costagliola, G., De Rosa, M., & Boeker, M. (2024). Best practices for implementation and development of data models and structures based on FHIR: A systematic scoping review. JMIR Preprints. https://doi.org/10.2196/preprints.58445
tan-2019-efficientnet.md	Tan, M., & Le, Q. V. (2019). EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks. In Proceedings of the 36th International Conference on Machine Learning (ICML 2019), PMLR 97.
tan-2021-efficientnetv2.md	Tan, M., & Le, Q. V. (2021). EfficientNetV2: Smaller Models and Faster Training. In Proceedings of the 38th International Conference on Machine Learning (ICML 2021), PMLR 139, 10096–10106.
ting-2017.md	Ting, D. S. W., Cheung, C. Y.-L., Lim, G., Tan, G. S. W., Quang, N. D., Gan, A., Hamzah, H., Garcia-Franco, R., San Yeo, I. Y., Lee, S. Y., Wong, E. Y. M., Sabanayagam, C., Baskaran, M., Ibrahim, F., Tan, N. C., Finkelstein, E. A., Lamoureux, E. L., Wong, I. Y., Bressler, N. M., ... Wong, T. Y. (2017). Development and validation of a deep learning system for diabetic retinopathy and related eye diseases using retinal images from multiethnic populations with diabetes. JAMA, 318(22), 2211–2223.
ting-2019-dl-ophthalmology-review.md	Ting, D. S. W., Peng, L., Varadarajan, A. V., Keane, P. A., Burlina, P. M., Chiang, M. F., … Wong, T. Y. (2019). Deep learning in ophthalmology: The technical and clinical considerations. Progress in Retinal and Eye Research, 72, 100759.
tjoa-2020-xai-survey.md	Tjoa, E., & Guan, C. (2020). A Survey on Explainable Artificial Intelligence (XAI): towards Medical XAI. arXiv preprint arXiv:1907.07374v5.
tomasi-1998-bilateral-filtering.md	Tomasi, C., & Manduchi, R. (1998). Bilateral filtering for gray and color images. In Proceedings of the 1998 IEEE International Conference on Computer Vision (ICCV), Bombay, India. IEEE.
voets-2019-reproduction-study.md	Voets, M., Møllersen, K., & Bongo, L. A. (2019). Reproduction study using public data of: Development and validation of a deep learning algorithm for detection of diabetic retinopathy in retinal fundus photographs. PLOS ONE, 14(6), e0217541. https://doi.org/10.1371/journal.pone.0217541.
voets-2019.md	Voets, M., Møllersen, K., & Bongo, L. A. (2019). Reproduction study using public data of: Development and validation of a deep learning algorithm for detection of diabetic retinopathy in retinal fundus photographs. PLoS ONE, 14(6), e0217541.
wan-2021-ead-net.md	Wan, C., Chen, Y., Li, H., Zheng, B., Chen, N., Yang, W., Wang, C., & Li, Y. (2021). EAD-Net: A novel lesion segmentation method in diabetic retinopathy using neural networks. Disease Markers, 2021, Article 6482665. https://doi.org/10.1155/2021/6482665
wang-2004-ssim.md	Wang, Z., Bovik, A. C., Sheikh, H. R., & Simoncelli, E. P. (2004). Image Quality Assessment: From Error Visibility to Structural Similarity. IEEE Transactions on Image Processing, 13(4), 600–612.
wang-2018-deep-visual-domain-adaptation-survey.md	Wang, M., & Deng, W. (2018). Deep visual domain adaptation: A survey. Neurocomputing.
wang-lo-2018.md	Wang, W., & Lo, A. C. Y. (2018). Diabetic retinopathy: Pathophysiology and treatments. International Journal of Molecular Sciences, 19(6), 1816. https://doi.org/10.3390/ijms19061816
wewetzer-2021.md	Wewetzer, Held, & Steinhäuser (2021) — Meta-Analysis of DL Screening for DR in Primary Care
xu-2024-hybrid.md	Full Citation (APA 7)	Xu, H., Shao, X., Fang, D., & Huang, F. (2024). A hybrid neural network approach for classifying diabetic retinopathy subtypes. Frontiers in Medicine, 10, 1293019.
yosinski-2014-transferability-features.md	Yosinski, J., Clune, J., Bengio, Y., & Lipson, H. (2014). How transferable are features in deep neural networks? In Advances in Neural Information Processing Systems (NeurIPS/NIPS 2014).
zago-2018-riqa.md	Zago, G. T., Andreão, R. V., Dorizzi, B., & Teatini Salles, E. O. (2018). Retinal image quality assessment using deep learning. Computers in Biology and Medicine, 103, 64–70.
zhang-2018-mixup.md	Zhang, H., Cisse, M., Dauphin, Y. N., & Lopez-Paz, D. (2018). mixup: Beyond Empirical Risk Minimization. Proceedings of the 6th International Conference on Learning Representations (ICLR). (arXiv:1710.09412)
zhang-2022-multicentre.md	Zhang, G., Lin, J.-W., Wang, J., Ji, J., Cen, L.-P., Chen, W., Xie, P., Zheng, Y., Xiong, Y., Wu, H., Li, D., Ng, T. K., Pang, C. P., & Zhang, M. (2022). Automated multidimensional deep learning platform for referable diabetic retinopathy detection: A multicentre, retrospective study. BMJ Open, 12, e060155. https://doi.org/10.1136/bmjopen-2021-060155
zhou-2016-cam.md	Zhou, B., Khosla, A., Lapedriza, A., Oliva, A., & Torralba, A. (2016). Learning Deep Features for Discriminative Localization. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR 2016) (pp. 2921–2929).
zhou-2020-fgadr-benchmark.md	Zhou, Y., Wang, B., Huang, L., Cui, S., & Shao, L. (2020). A Benchmark for Studying Diabetic Retinopathy: Segmentation, Grading, and Transferability. IEEE Transactions on Medical Imaging, 40(3), 818–828. (Preprint: arXiv:2008.09772v3.)
zhou-2022-domain-generalization-survey.md	Zhou, K., Liu, Z., Qiao, Y., Xiang, T., & Loy, C. C. (2022). Domain Generalization: A Survey.
